,time,age,state,gender,occupation,covid_stress,living_with,contacts,covid_info_time,P1,P2,P3,P4,P6,P5a,P5b,P5c,P5d,P5e,P5f,P5g,P5h,P5i,P5j,P7,P8,P9,G1,G2,G3,G4,G5,G6,G7,12grade_nextstep,12grade_choices ,12grade_W1,12grade_W2,12grade_W3,12grade_W4,12grade_W5,12grade_W6,emp_salary_cut,emp_travel,emp_transport,emp_personal_life,emp_pressure,emp_workplace,emp_workflow ,emp_layoffs,emp_fear,emp_screening,emp_canteen,emp_children,emp_body ,emp_preference,emp_performance,unemp_reason,unemp_newjob,unemp_support,unemp_borrow,school_grade,school_hours,school_focus ,school_parents_monitor,school_parents_involve,school_S1 ,school_S2,school_S3,school_S4,school_S5,school_S6,school_S7,school_S8,school_S9,school_S10,school_S11,school_S12,school_S13,school_tuition,school_body,school_rating,college_type,college_focus ,college_parents_monitor ,college_parents_involve,college_S1,college_S2,college_S14,college_S3,college_S4,college_S5,college_S15,college_S7,college_S6,college_S8,college_S9,college_S10,college_S11,college_S12,college_S13,college_hours,college_wakeup,college_rating,college_body,healthcare_contact,healthcare_extra_hours,healthcare_ppe,healthcare_stay,healthcare_mistreat,healthcare_career_risk,healthcare_salary_cut,healthcare_perks,healthcare_food,healthcare_shifts,healthcare_benifits,healthcare_regret,finalyear_plan,finalyear_hours,finalyear_change,finalyear_placements_virtual,finalyear_ms_choices,finalyear_ms_uncertain,finalyear_ms_anxious,finalyear_confidence,finalyear_placements_number,finalyear_S1,finalyear_S2,finalyear_S14,finalyear_S3,finalyear_S4,finalyear_S5,finalyear_S15,finalyear_S7,finalyear_S6,finalyear_S8,finalyear_S9,finalyear_S10,finalyear_S11,finalyear_S12,finalyear_S13,home_workload,home_sharing,home_hustle,home_financial_constraints,home_privacy,home_children,old_delivery,old_status,old_govt_benefits,old_friends,old_entertainment,old_medical_reviews,old_dependent,old_tech,healthcare_type,gad7
304,9/9/2020 20:43:48,20.0,Karnataka,Female,Student in college but not final year.,Medium,No,Yes. But I am not fazed by it.,<1 hour/day,2:00:00 AM,60.0,9:45:00 AM,6.0,Fairly Bad,Three or more times a week,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Once or twice a week,Not during the past month,Not during the past month.,Not during the past month.,Three or more times a week.,Several days,Not at all,More than half the days,Not at all,More than half the days,Nearly every day,Several days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BS-MS,Yes,No,"Yes, they complement it. And I feel positive about it.",Medium,Very High,High,Medium,Very Low,Low,Medium,Medium,Low,Medium,Medium,Medium,Very Low,,Medium,20.0,Most of the time.,3.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
305,9/9/2020 20:54:35,22.0,Karnataka,Female,Working Professional,Medium,No,No.,<1 hour/day,11:30:00 PM,20.0,7:30:00 AM,8.0,Fairly good,Once or twice a week,Three or more times a week,Three or more times a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Once or twice a week,Once or twice a week,Not during the past month.,Less than once a week.,Three or more times a week.,More than half the days,Nearly every day,Nearly every day,Nearly every day,More than half the days,Nearly every day,More than half the days,,,,,,,,,No,We work from home.,,Yes,Yes,,Yes,No,0.0,We work from Home.,0.0,0.0,Yes,Working from home.,Yes. It has gotten worse.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
306,9/9/2020 21:07:44,21.0,Tamil Nadu,Male,Student in Final Year of College,Medium,No,Yes. And it is worrying.,1-2 hours/day,1:00:00 AM,30.0,7:30:00 AM,6.0,Fairly good,Less than once a week,Less than once a week,Less than once a week,Less than once a week,Less than once a week,Less than once a week,Less than once a week,Less than once a week,Less than once a week,Less than once a week,Not during the past month.,Not during the past month.,Not during the past month.,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Higher studies in India,12.0,No,Normal process is better.,Yes,Yes. I might have to postpone applications to 2022/ the intake next year.,Yes,3.0,Yes,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very High,Low,Very High,,,,,,,,,,,,,,,,,,,21
307,9/9/2020 21:10:11,18.0,Andaman and Nicobar Islands,Male,Just finished 12th grade.,Medium,Yes,Yes. And it is worrying.,1-2 hours/day,1:00:00 AM,15.0,10:00:00 AM,5.0,Very Bad,Three or more times a week,Not during the past month,Less than once a week,Not during the past month,Less than once a week,Not during the past month,Three or more times a week,Once or twice a week,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Once or twice a week.,Not at all,Several days,Several days,Not at all,Not at all,Several days,Not at all,5.0,Yes,Very High,Medium,Low,High,Very Low,Very High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
308,9/9/2020 21:12:11,21.0,Andhra Pradesh,Male,Student in college but not final year.,Medium,No,Yes. But I am not fazed by it.,<1 hour/day,10:00:00 PM,20.0,7:30:00 AM,7.0,Fairly good,Less than once a week,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Less than once a week,Less than once a week,Not during the past month,Not during the past month.,Less than once a week.,Once or twice a week.,Several days,Several days,More than half the days,Several days,Not at all,Several days,More than half the days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mtech ( integrated),No,Yes,They are not involved at all.,,,Low,Very High,High,Very High,Medium,Very High,Very High,High,Very High,Very High,Medium,Very High,Medium,40.0,Most of the time.,3.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
309,9/9/2020 21:16:44,25.0,Andaman and Nicobar Islands,Female,Working Professional,Medium,No,Yes. But I am not fazed by it.,<1 hour/day,2:00:00 AM,30.0,12:00:00 AM,12.0,Fairly Bad,Three or more times a week,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Three or more times a week,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Not during the past month.,More than half the days,Nearly every day,Nearly every day,Nearly every day,Several days,Nearly every day,Nearly every day,,,,,,,,,No,We work from home.,No,No,No,,No,No,2.0,Yes,0.0,2.0,Yes,Going to my workplace.,Yes. It has gotten worse.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
310,9/9/2020 21:18:03,211.0,Maharashtra,Female,Student in college but not final year.,Medium,No,Yes. But I am not fazed by it.,1-2 hours/day,11:00:00 PM,20.0,6:00:00 AM,7.0,Fairly good,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Once or twice a week,Less than once a week,Not during the past month,Not during the past month.,Less than once a week.,Once or twice a week.,Several days,More than half the days,Several days,More than half the days,More than half the days,Several days,More than half the days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bioinformatics and Biotechnology ,No,No,They are not involved at all.,Low,Low,High,Very High,Medium,Very High,High,Very High,High,Very High,High,High,Very High,Very High,High,36.0,Most of the time.,2.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
311,9/9/2020 21:20:12,21.0,West Bengal,Male,Student in college but not final year.,Low,No,Yes. But I am not fazed by it.,1-2 hours/day,1:00:00 AM,60.0,7:00:00 AM,1.0,Very Bad,Three or more times a week,Three or more times a week,Less than once a week,Three or more times a week,Not during the past month,Not during the past month,Not during the past month,Three or more times a week,Three or more times a week,Three or more times a week,Three or more times a week.,Three or more times a week.,Three or more times a week.,Nearly every day,Nearly every day,Nearly every day,Nearly every day,More than half the days,Nearly every day,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mathematics (Hons),Yes,No,"Yes, they complement it. And I feel positive about it.",Very Low,Very Low,,Medium,Very High,Very High,Very High,,,,,,,,,4.5,Everyday.,4.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
312,9/9/2020 21:24:52,23.0,Kerala,Male,Currently Unemployed,Medium,No,No.,<1 hour/day,11:30:00 PM,20.0,7:30:00 AM,7.0,Fairly good,Less than once a week,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Less than once a week.,Several days,Several days,Not at all,Not at all,Not at all,Several days,Several days,,,,,,,,,,,,,,,,,,,,,,,,No.,2.0,Yes.,No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
313,9/9/2020 21:24:59,44.0,Tamil Nadu,Male,Working Professional,Medium,No,No.,<1 hour/day,10:30:00 AM,30.0,6:30:00 AM,7.0,Fairly good,Once or twice a week,Less than once a week,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Not during the past month.,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,,,,,,,,Yes,We work from home.,No,Yes,Yes,,Yes,No,1.0,We work from Home.,0.0,1.0,No,Going to my workplace.,It's the same as before.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
314,9/9/2020 21:26:22,23.0,Tamil Nadu,Male,Working Professional,High,No,Yes. And it is worrying.,<1 hour/day,12:00:00 AM,1.0,6:00:00 AM,6.0,Fairly Bad,Three or more times a week,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Three or more times a week,Three or more times a week,Not during the past month,Not during the past month,Less than once a week.,Not during the past month.,Less than once a week.,More than half the days,Several days,More than half the days,Several days,Several days,More than half the days,Several days,,,,,,,,,Yes,"Unsafe, it is a daily risk I take.","Yes, made commuting stressful",Yes,No,No,No,Yes,0.0,Yes,0.0,4.0,Yes,Working from home.,Yes. It has gotten better.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
315,9/9/2020 21:27:24,20.0,Tamil Nadu,Male,Student in Final Year of College,Low,No,Yes. But I am not fazed by it.,<1 hour/day,11:00:00 AM,60.0,8:15:00 AM,8.0,Very good,Three or more times a week,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Once or twice a week,Once or twice a week,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Not during the past month.,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,0.0,Yes,There is no difference,Yes,,,2.0,No,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,,,,,,,,,,,,,,,,1
316,9/9/2020 21:27:38,20.0,Tamil Nadu,Male,Student in Final Year of College,Low,No,Yes. But I am not fazed by it.,<1 hour/day,1:00:00 AM,45.0,9:30:00 AM,78.0,Fairly Bad,Three or more times a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Three or more times a week,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Three or more times a week.,Several days,Several days,Several days,Several days,Not at all,Not at all,Several days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Work (Private Sector),3.0,Yes,This is better,,,,2.0,Yes,Low,Very Low,,Very Low,Very Low,Very Low,Very Low,,Very Low,Low,Low,Low,Very Low,,,,,,,,,,,,,,,,,,5
317,9/9/2020 21:28:20,21.0,Andaman and Nicobar Islands,Female,Student in Final Year of College,Medium,No,No.,<1 hour/day,10:00:00 PM,30.0,6:30:00 AM,7.0,Fairly good,Once or twice a week,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Not during the past month,Once or twice a week,Less than once a week,Less than once a week,Not during the past month,Not during the past month.,Once or twice a week.,Three or more times a week.,Several days,More than half the days,Several days,Several days,Not at all,Nearly every day,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Higher studies in India,4.0,No,There is no difference,No,,Yes,3.0,No,High,High,High,Medium,Low,High,High,High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,,,,,,,,,,,,,,,,8
318,9/9/2020 21:39:39,21.0,Madhya Pradesh,Female,Student in college but not final year.,Medium,No,Yes. But I am not fazed by it.,<1 hour/day,3:00:00 AM,180.0,11:00:00 AM,6.0,Very Bad,Three or more times a week,Three or more times a week,Once or twice a week,Three or more times a week,Not during the past month,Less than once a week,Not during the past month,Three or more times a week,Three or more times a week,Not during the past month,Three or more times a week.,Three or more times a week.,Three or more times a week.,Nearly every day,Nearly every day,More than half the days,Nearly every day,Nearly every day,Nearly every day,Nearly every day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Btech,No,No,"Yes, they complement it. And I feel positive about it.",Very High,High,Medium,High,High,High,Very High,Very High,Very High,Very High,Low,Medium,Very High,Very High,Very High,33.0,I've missed quite a lot of classes because I can't wake up.,1.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
319,9/9/2020 21:41:12,23.0,Andaman and Nicobar Islands,Female,Healthcare/sanitation worker or COVID-19 efforts essential worker,Medium,Yes,No.,<1 hour/day,11:30:00 AM,30.0,7:00:00 AM,7.0,Fairly good,Less than once a week,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Not during the past month.,Several days,Several days,Not at all,Not at all,Not at all,Several days,Several days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes. I feel adequately protected.,I come home everyday.,No,No.,Yes,No,,,None.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4
320,9/9/2020 21:45:00,19.0,Gujarat,Female,Student in college but not final year.,Medium,No,Yes. But I am not fazed by it.,<1 hour/day,12:30:00 AM,10.0,10:00:00 AM,9.0,Very good,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Less than once a week.,Not at all,Not at all,Not at all,Several days,Not at all,Not at all,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Basic science,Yes,No,They are not involved at all.,Very Low,,Very Low,Very Low,,Medium,Low,Very Low,,Medium,Medium,High,,,,20.0,Everyday.,3.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
321,9/9/2020 21:47:44,19.0,West Bengal,Male,Student in college but not final year.,Medium,Yes,Yes. And it is worrying.,>3 hours/day,3:30:00 AM,15.0,10:00:00 AM,6.0,Fairly Bad,Three or more times a week,Less than once a week,Three or more times a week,Once or twice a week,Once or twice a week,Once or twice a week,Once or twice a week,Three or more times a week,Three or more times a week,Not during the past month,Not during the past month.,Not during the past month.,Three or more times a week.,More than half the days,Nearly every day,Nearly every day,More than half the days,Several days,Several days,More than half the days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,What we are taught in college,No,No,They are not involved at all.,High,Low,Very High,Very High,Very High,Very High,Very High,Medium,High,High,Very High,Very High,High,Medium,Low,4.0,Most of the time.,3.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
322,9/9/2020 21:51:42,21.0,Tamil Nadu,Male,Student in Final Year of College,Medium,No,No.,<1 hour/day,10:30:00 PM,60.0,7:30:00 AM,8.0,Very good,Once or twice a week,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Less than once a week,Less than once a week,Less than once a week,Less than once a week,Not during the past month.,Not during the past month.,Once or twice a week.,Several days,Several days,More than half the days,More than half the days,Several days,Several days,Several days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Higher studies in India,9.0,No,This is better,Yes,,No,3.0,Yes,Very Low,Very Low,Medium,Low,Low,Low,Low,Low,Low,Medium,Medium,High,Low,Very Low,Low,,,,,,,,,,,,,,,,9
323,9/9/2020 21:58:06,20.0,Kerala,Prefer not to say,Student in college but not final year.,Medium,No,Yes. But I am not fazed by it.,<1 hour/day,3:00:00 AM,60.0,6:00:00 AM,4.0,Fairly Bad,Three or more times a week,Once or twice a week,Three or more times a week,Not during the past month,Less than once a week,Less than once a week,Not during the past month,Three or more times a week,Not during the past month,Three or more times a week,Not during the past month.,Less than once a week.,Three or more times a week.,More than half the days,More than half the days,More than half the days,Nearly every day,Not at all,Nearly every day,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Engineering,No,No,They are not involved at all.,Very Low,Medium,Very High,High,High,High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,High,Very High,30.0,Most of the time.,1.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
324,9/9/2020 22:12:56,21.0,Rajasthan,Female,Working Professional,High,No,No.,<1 hour/day,2:00:00 AM,45.0,8:00:00 AM,5.0,Fairly Bad,Three or more times a week,Three or more times a week,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Once or twice a week,Three or more times a week,Not during the past month,Three or more times a week,Not during the past month.,Not during the past month.,Once or twice a week.,Nearly every day,Nearly every day,Nearly every day,Nearly every day,More than half the days,Nearly every day,Nearly every day,,,,,,,,,No,We work from home.,,Yes,Yes,,No,No,3.0,We work from Home.,4.0,0.0,Yes,Going to my workplace.,Yes. It has gotten worse.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
325,9/9/2020 22:20:22,20.0,Tamil Nadu,Male,Student in Final Year of College,Low,No,Yes. But I am not fazed by it.,<1 hour/day,2:00:00 AM,100.0,10:00:00 AM,6.0,Very Bad,Three or more times a week,Three or more times a week,Once or twice a week,Not during the past month,Not during the past month,Once or twice a week,Three or more times a week,Less than once a week,Less than once a week,Not during the past month,Not during the past month.,Not during the past month.,Not during the past month.,More than half the days,More than half the days,More than half the days,Nearly every day,Several days,More than half the days,Several days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Work (Private Sector),2.0,Yes,This is better,Yes,Yes. I might have to postpone applications to 2022/ the intake next year.,Yes,3.0,Yes,,Very Low,,,,,,,,,Medium,Medium,,,,,,,,,,,,,,,,,,,13
